     74.7355021101        48.7683288592         9.9870802785         9.9870802785         0.0000000000
    153.0705288912        65.1775746809       109.4455303659       109.4455303659         0.0000000000
     33.8149559002       154.7013062976        31.0912697611        31.0912697611         0.0000000000
     53.1705124344        43.1130100494        76.2299179411        76.2299179411         0.0000000000
    106.9512197301        88.6661486122       156.6081271405       156.6081271405         0.0000000000
    104.9430795161       112.6594529114        66.3958212200       293.6041787800         0.0000000000
     94.3459586588        81.7602903267        38.4485544086        38.4485544086         0.0000000000
     77.9096435123        42.9728935176        67.1772236004       292.8227763996         0.0000000000
     45.8550435039       120.5907808634        74.1111640750        74.1111640750         0.0000000000
     52.6068255747        85.5743398836        25.8212567388        25.8212567388         0.0000000000
    111.9876140492       166.2711921076        82.2826751455        82.2826751455         0.0000000000
    116.7124523619       113.3436117214       147.3777255908       147.3777255908         0.0000000000
    142.2485138437        66.5054844142        76.8171708160        76.8171708160         0.0000000000
    125.4107358575       100.4865688217       178.9215627752       178.9215627752         0.0000000000
     64.6585349773       105.5813398461       175.2424527623       175.2424527623         0.0000000000
    110.8851915689        13.8937578690        98.6641075352       261.3358924648         0.0000000000
     70.7108810603        37.6947717683       114.0963772281       245.9036227719         0.0000000000
     57.6305566071        43.5818027605         0.8893271255         0.8893271255         0.0000000000
    111.7785015108       145.9706097743       114.9496922529       114.9496922529         0.0000000000
     21.7280172096        77.0937976599       144.9064474011       144.9064474011         0.0000000000
     89.4047806198       152.2574832721        44.8045904101        44.8045904101         0.0000000000
    109.6921558757        90.1866175806       148.5439259012       148.5439259012         0.0000000000
     64.6899723942       132.2889310615        30.9208169540        30.9208169540         0.0000000000
    119.3047505155        48.2138823086        62.6181866048       297.3818133952         0.0000000000
     56.1446097407        21.6732123224       104.0441403797       104.0441403797         0.0000000000
    104.5762138663       115.0310842653         9.1298243923       350.8701756077         0.0000000000
     14.9272973747        98.8417110299       178.3961084097       181.6038915903         0.0000000000
     47.5819548057        46.1833229316        74.2037533482       285.7962466518         0.0000000000
     67.7623624262        54.2918388878        50.6571307916       309.3428692084         0.0000000000
    108.1577287020        74.8128156674        15.6455819886        15.6455819886         0.0000000000
    110.6000061591         9.1783734470       164.3709344293       164.3709344293         0.0000000000
     34.0994354395        95.2034828904       171.0812928920       171.0812928920         0.0000000000
    108.6577864762        32.4203400454        89.9350744174        89.9350744174         0.0000000000
     97.0970089309        22.1977299806       126.1025504136       126.1025504136         0.0000000000
     76.7595605420        60.2119040204       166.5961962438       193.4038037562         0.0000000000
     16.1614703850        60.3710581912       161.8685694717       198.1314305283         0.0000000000
