     52.8014818425        86.1550489589        30.4326290587        30.4326290587         0.0000000000
    124.5588899888        43.9110235893        65.8999833429        65.8999833429         0.0000000000
     65.2744653763       169.2464130442        40.1890383174        40.1890383174         0.0000000000
    102.9318512511       153.8541718947       132.5333111128       132.5333111128         0.0000000000
     89.3693425495        18.3695079770        67.1630459143        67.1630459143         0.0000000000
     67.3587179367        49.6187501909       106.3540162838       106.3540162838         0.0000000000
     80.3029220357       130.7612881591        39.6280061108        39.6280061108         0.0000000000
    146.0586664597       153.3260785916       144.3188057125       215.6811942875         0.0000000000
    110.9704904261       137.2522965899        43.4351729938        43.4351729938         0.0000000000
     90.4460658846       132.3196982051       163.8310926288       196.1689073712         0.0000000000
    110.9911848051       115.8651681727         1.3508820557         1.3508820557         0.0000000000
     57.5750827276       145.5926425725       153.7582318157       153.7582318157         0.0000000000
    165.0456808599        33.9841265991        33.0386973579       326.9613026421         0.0000000000
    103.6875961501        99.6334505464         4.5725120968         4.5725120968         0.0000000000
     48.1029513928        89.2203136512         9.3369659740         9.3369659740         0.0000000000
     29.0787142016        40.3802392997       124.7015023746       124.7015023746         0.0000000000
     57.3428676239        81.5045151240        21.7806492580        21.7806492580         0.0000000000
    119.5740204751       104.6929047675       174.3559129992       174.3559129992         0.0000000000
     39.4772394877       127.2207310790       109.3858297205       250.6141702795         0.0000000000
     44.3627689665        85.7234544811       163.6568345467       163.6568345467         0.0000000000
    168.0193344228        78.7559867688        87.0251774868       272.9748225132         0.0000000000
     73.6014425339       118.5958004597       136.8283235969       136.8283235969         0.0000000000
     85.2586339845        84.6288819802        61.6049106721        61.6049106721         0.0000000000
     32.5075591014       157.3511048226       168.6113919374       168.6113919374         0.0000000000
     48.3053459996        73.8038798900       131.0928017805       131.0928017805         0.0000000000
    123.6122149174        55.6121458354        46.9896474604        46.9896474604         0.0000000000
    137.5570070282       110.0212083325        33.7536865942        33.7536865942         0.0000000000
     39.6127304358       102.1284681898       127.4387399194       232.5612600806         0.0000000000
    112.8858986428       134.7078495156       141.1438933993       218.8561066007         0.0000000000
     69.0179204629        71.6367497210        21.7124003188        21.7124003188         0.0000000000
    107.9453196448        92.2988747518       152.5169755321       152.5169755321         0.0000000000
     92.5870781158       130.1806289803        33.0823163044        33.0823163044         0.0000000000
     93.8827389172        50.8897201490       138.4670558613       138.4670558613         0.0000000000
     43.2484344891        99.0457043442        80.8381207416       279.1618792584         0.0000000000
    106.0413331145        79.7232435375       161.2983264097       161.2983264097         0.0000000000
     68.7508096942        39.2681723313        88.4368197915       271.5631802085         0.0000000000
     62.3899349726        84.6603882008       138.2034539405       138.2034539405         0.0000000000
     64.7829381963        69.3499806597        90.1379236574        90.1379236574         0.0000000000
     74.8398745642       122.4025388342        79.5101777526       280.4898222474         0.0000000000
      3.6608333350        58.2513421205        17.6557039678        17.6557039678         0.0000000000
    111.3757347992       170.6121207773       167.0762307041       167.0762307041         0.0000000000
    119.0070960052        62.4348665518        81.3980226129       278.6019773871         0.0000000000
    129.0937502235       100.9966623195        30.6109503338        30.6109503338         0.0000000000
     84.2493908211        82.4367913459        57.8224155220        57.8224155220         0.0000000000
    175.5511964320        29.8396009794       110.0424643437       110.0424643437         0.0000000000
     64.1481808737        72.5426013778       100.4788989360       100.4788989360         0.0000000000
    156.7593928573         7.3590521184        76.6705413801       283.3294586199         0.0000000000
    113.8147723348        55.1363788680        63.1619547556        63.1619547556         0.0000000000
     85.5359976950        96.7220093181       178.1156961018       181.8843038982         0.0000000000
     50.4174803910        42.0562715302         2.2518371385         2.2518371385         0.0000000000
     88.6594820659       100.5196465067        96.2916937978        96.2916937978         0.0000000000
    142.4392584831       141.1396617780        77.8080943500        77.8080943500         0.0000000000
    123.3990276022        45.5549805351        15.4313289763        15.4313289763         0.0000000000
     19.4745635408        84.7381838206        68.0981771730       291.9018228270         0.0000000000
     68.0040592409       142.6166271630        65.7498319204       294.2501680796         0.0000000000
     59.1047611605       103.7082683589       105.0127655192       254.9872344808         0.0000000000
     82.2665348512       159.2250493224       165.3074895801       165.3074895801         0.0000000000
     14.7711031392        78.5065954757       168.3760192887       168.3760192887         0.0000000000
     78.4263839624        95.8877803939       165.4327729808       165.4327729808         0.0000000000
    144.0095958392       118.2075525545       109.9023561533       109.9023561533         0.0000000000
     73.0045212356       137.8467680990       148.2878487888       148.2878487888         0.0000000000
    104.0620180539        14.0652442209       132.0385761730       132.0385761730         0.0000000000
    119.4287266728       159.6192111020        47.8310686852        47.8310686852         0.0000000000
     61.8164202476        57.9156681588       124.2578172971       124.2578172971         0.0000000000
