     94.8958783020       133.0502162963         0.0000000000
     69.3018709871       161.2888267355       180.0000000000
    134.4837232964        95.1916262234         0.0000000000
     39.4017433930       116.7731196879         0.0000000000
    147.3862247345        84.2921409732       180.0000000000
     22.1798449081        64.4981825595       180.0000000000
     32.2407385662       136.6888085699         0.0000000000
    100.1154900248        17.1000820601       180.0000000000
    147.6123835785       133.1302633910       180.0000000000
    165.0677558783       117.6402925651         0.0000000000
     23.6208003190       139.8785502462         0.0000000000
    120.9824616711        91.9581898518       180.0000000000
    118.9209273077       157.1917364613       180.0000000000
     97.0467394492        39.7149612968       180.0000000000
     85.9541423508       149.2466813400         0.0000000000
    111.4097313303       116.1905670009       180.0000000000
    165.9974987431        96.8282642124         0.0000000000
    137.1877390290        96.0543775627       180.0000000000
    166.5411996311       135.8070536114         0.0000000000
    146.3125086793        39.8212645365         0.0000000000
     17.9660352865        69.2278817456       180.0000000000
     30.9487584143       173.2936835568       180.0000000000
    177.5937747329       165.7437296576       180.0000000000
    119.6290594332       131.2474405980       180.0000000000
     83.7159127676        43.3246080077         0.0000000000
     86.9435616863       132.8007584429       180.0000000000
      1.0855237685       162.9135296483       180.0000000000
    136.7979500898        63.7378413173       180.0000000000
    167.3932261571       131.5396477519       180.0000000000
     30.5833665978        67.7125830415       180.0000000000
     92.2918083867         2.7208908094       180.0000000000
    142.2068034846       169.7368171055         0.0000000000
     88.4065851404        64.3266790070       180.0000000000
    147.6736882340        73.4201231369       180.0000000000
     46.1606536404        69.3728054439       180.0000000000
     24.1039625736       172.5845842435         0.0000000000
     99.9314201549        83.9242257846         0.0000000000
    106.7933545576        22.6915268408       180.0000000000
    160.7835361718       161.7012044855         0.0000000000
    140.8360639499       155.0413161183       180.0000000000
     96.5505910277       125.2509102394       180.0000000000
     69.4437851630        24.7248934822         0.0000000000
    128.7609106184       107.1318884083         0.0000000000
    112.4869692099        11.6924648284       180.0000000000
     99.3344588081        72.9455624755         0.0000000000
    141.6562429307        17.7739455275         0.0000000000
    120.8614424072         5.3853831849         0.0000000000
     79.0816573109       106.8795317573         0.0000000000
      2.7923830819       155.1686336283       180.0000000000
     70.1838835215       165.4007983250         0.0000000000
    160.6618211261        40.5833200456       180.0000000000
    167.0301784238       163.2736022250         0.0000000000
    161.1642757566        29.4267210789         0.0000000000
    157.9216473705        29.1388307730       180.0000000000
     54.1988151972        20.0066120413       180.0000000000
      6.6509621010       119.5398286222         0.0000000000
    133.6701718028        66.2766429426       180.0000000000
      3.3450733937        67.5321724593         0.0000000000
     90.9368803071       102.9668465453       180.0000000000
    134.8979997990       169.0276848512       180.0000000000
     17.4405967223        71.0903866369       180.0000000000
    127.2372595152       119.3053566064         0.0000000000
    177.7629751059        75.3083921555       180.0000000000
     22.5363040462        97.8131716531         0.0000000000
     95.9798968901        81.4999555785         0.0000000000
      7.1660141456       103.0992074466         0.0000000000
    164.6755209320       117.8265064420       180.0000000000
    128.8452779976        20.8728355003         0.0000000000
    140.9529500972        48.8966872386         0.0000000000
    124.2570127043       122.1949877481         0.0000000000
     19.4935004911       131.3933924206       180.0000000000
     47.0141096163       134.7199195536         0.0000000000
    127.9791169838       136.2558105829         0.0000000000
    152.4021281228        47.2109489808         0.0000000000
    159.3132942224       126.9262245105         0.0000000000
    102.0827513593        79.0885956830         0.0000000000
    170.7801625069        27.4898417977         0.0000000000
     82.1586889557       133.1993143502       180.0000000000
    178.4167200771        41.5561956830         0.0000000000
     48.8063604098        47.7935778594       180.0000000000
    150.4118180624        75.6285942804         0.0000000000
     24.5316090506       161.4667431147       180.0000000000
    150.1692827392        27.5477558894         0.0000000000
     45.5858134780        93.8065877480       180.0000000000
    148.0440107890       124.0132154856       180.0000000000
     72.8798066102        64.6045441373       180.0000000000
     90.1255482578       126.7143646910       180.0000000000
     20.9156655184       157.6210490092         0.0000000000
     39.5629487712        42.9774875674         0.0000000000
    106.1175670242        20.2927716518         0.0000000000
    149.2249408616        70.9739975365       180.0000000000
     10.8789528137        30.4615107361       180.0000000000
      8.0048339769        80.0978136614         0.0000000000
     67.5419385503         6.4769778403         0.0000000000
      7.0602875809         5.3188058930       180.0000000000
    118.8780305696       159.1755171027       180.0000000000
    156.4854829718         4.8277260924       180.0000000000
     61.1292832280       157.6006939756         0.0000000000
     57.9315824314       159.9163311081       180.0000000000
    154.6234825035       110.4629228261       180.0000000000
