      1.0816966869         1.4133947758       180.0000000000
      0.5820112762         0.6263500367       180.0000000000
     -0.0127429218        -0.9054106032       180.0000000000
     -1.4074682852        -0.4423385149       180.0000000000
      0.3033495244         0.8955857008       180.0000000000
     -1.3035185090         0.4720319011       180.0000000000
     -1.3792918688         0.0416782910       180.0000000000
      1.1600886153        -1.2498342878       180.0000000000
      0.3087994220         1.4134606194       180.0000000000
      1.2239078168         1.3497966853       180.0000000000
     -0.5155356518         1.4090901549       180.0000000000
     -0.3425492440         1.0335862352       180.0000000000
     -0.3916858347         1.3094557912       180.0000000000
     -0.8697674261        -0.1302640269       180.0000000000
     -1.0680627686         0.3480339318       180.0000000000
     -0.5659589173         1.3386891706       180.0000000000
      1.2122494180         1.1118007655       180.0000000000
      1.4131827539        -0.8889499585       180.0000000000
      1.2052836347         1.4140732689       180.0000000000
      0.2774124507        -1.4084406960       180.0000000000
     -1.2596926908         0.5803463630       180.0000000000
     -0.3433562993         0.8763775552       180.0000000000
      1.0411024839         0.7229446030       180.0000000000
     -0.3748615030         1.4111814895       180.0000000000
      0.8845331398        -0.0413472766       180.0000000000
     -1.0518971127         1.4131718873       180.0000000000
     -0.9808757001         0.6620478029       180.0000000000
      1.4135173217        -1.3392578684       180.0000000000
      0.7576323465         1.4116351739       180.0000000000
     -0.3520982550        -1.3045459905       180.0000000000
     -0.9592111859        -0.9514019767       180.0000000000
      0.1774145616         0.8058297758       180.0000000000
      0.9718065666        -1.3345183144       180.0000000000
      0.3102758951         0.6730710809       180.0000000000
     -1.4139234073         0.5836065392       180.0000000000
     -0.5044123440         1.1206988800       180.0000000000
      1.1574841884         0.8885391496       180.0000000000
     -0.6684322540        -0.5368255399       180.0000000000
      1.2734198299         1.2634045751       180.0000000000
      0.1438007557         1.3285769137       180.0000000000
     -0.8793910386         1.3937905498       180.0000000000
     -1.2874543516        -1.3265882966       180.0000000000
     -0.1536933054        -0.6610569827       180.0000000000
      1.3064398468        -1.1819079840       180.0000000000
     -0.8245610400        -1.2493067091       180.0000000000
      0.1639246248        -1.2575306106       180.0000000000
      1.3713739976        -0.9017316094       180.0000000000
     -1.1713079232        -0.6665570083       180.0000000000
     -1.0475296104         1.3274966941       180.0000000000
      0.6017828866         1.2197685573       180.0000000000
      0.6124372865        -0.1089075781       180.0000000000
      1.1989262242         1.2454917832       180.0000000000
      1.2693040154        -0.3796747643       180.0000000000
      0.5507965318        -0.3865149750       180.0000000000
      0.2260772760        -1.2817817281       180.0000000000
     -1.1090908078        -0.3769847214       180.0000000000
     -0.0328207809         0.5131776402       180.0000000000
     -0.9399468395         0.5419296699       180.0000000000
     -0.9835153974         1.1988872768       180.0000000000
     -0.0025176373         1.1720539251       180.0000000000
     -1.2537450455         0.6219548447       180.0000000000
      1.4012535494         1.3614874958       180.0000000000
      0.9602043703         0.7136886451       180.0000000000
     -0.5403681204         1.1266599454       180.0000000000
     -0.8903789961        -1.1368259267       180.0000000000
     -0.8674441463         1.2006169371       180.0000000000
      1.2287297169        -0.4175692992       180.0000000000
      1.4060620355        -0.5780784588       180.0000000000
      1.4065872691         0.0961065679       180.0000000000
     -0.2636147648        -0.3134375303       180.0000000000
     -1.2763792772         1.4114126849       180.0000000000
     -1.4133398646        -0.0069131093       180.0000000000
     -0.1728608736         0.0309942928       180.0000000000
      1.3494839055         0.0545586103       180.0000000000
      0.5822682366        -0.1986235786       180.0000000000
     -0.7685221011        -1.1712119463       180.0000000000
      0.8268578964        -1.3486840287       180.0000000000
      0.8542198503        -0.0444384368       180.0000000000
      0.9719882897        -1.4116597680       180.0000000000
     -1.4110939558         0.0689256801       180.0000000000
      1.3633593040         0.7205006819       180.0000000000
     -0.4945371648         0.6302842685       180.0000000000
      0.3700597786        -1.3491134329       180.0000000000
     -1.4141396436         1.0641824667       180.0000000000
      0.3191872004         1.3882926798       180.0000000000
      0.6613121558        -1.3322327973       180.0000000000
     -0.9978063705         1.3994519300       180.0000000000
     -1.2911003133         0.5439552708       180.0000000000
     -0.1339996902        -0.0499106665       180.0000000000
     -0.6830848662        -1.2847500222       180.0000000000
      0.3475137969         0.6193735018       180.0000000000
     -0.7932933944        -1.3689293489       180.0000000000
     -0.8509996751         0.8131360741       180.0000000000
     -1.3061664779        -1.1064212370       180.0000000000
     -0.8695037198        -1.0883917302       180.0000000000
      1.3585964325         0.5791674636       180.0000000000
      1.3159404255        -1.0806122979       180.0000000000
     -1.3585462929         0.5434914711       180.0000000000
     -1.3783462593         1.2825841769       180.0000000000
      1.3320758829        -0.5872974491       180.0000000000
